"Country";"Year";"Age";"Medal";"Sex";"Season";"Count"
FRA;1976;19;NA;F;Summer;1
FRA;1976;19;NA;F;Winter;4
FRA;1976;20;NA;M;Summer;24
FRA;1976;20;NA;M;Winter;5
FRA;1976;20;NA;F;Summer;11
FRA;1976;20;Silver;F;Summer;1
FRA;1976;21;NA;M;Summer;22
FRA;1976;21;NA;M;Winter;3
FRA;1976;21;NA;F;Summer;2
FRA;1976;21;NA;F;Winter;3
FRA;1976;21;Bronze;F;Winter;1
FRA;1976;22;NA;M;Summer;18
FRA;1976;22;NA;M;Winter;2
FRA;1976;22;NA;F;Summer;2
FRA;1976;22;Bronze;M;Summer;1
FRA;1976;23;NA;M;Summer;13
FRA;1976;23;NA;M;Winter;6
FRA;1976;23;Silver;M;Summer;1
FRA;1976;24;NA;M;Summer;31
FRA;1976;24;NA;M;Winter;12
FRA;1976;24;NA;F;Summer;3
FRA;1976;24;NA;F;Winter;3
FRA;1976;24;Bronze;M;Summer;1
FRA;1976;25;NA;M;Summer;23
FRA;1976;25;NA;M;Winter;3
FRA;1976;25;NA;F;Summer;2
FRA;1976;25;Gold;M;Summer;1
FRA;1976;25;Bronze;M;Summer;1
FRA;1976;25;Silver;F;Summer;1
FRA;1976;26;NA;M;Summer;9
FRA;1976;26;NA;M;Winter;1
FRA;1976;26;NA;F;Winter;2
FRA;1976;27;NA;M;Summer;17
FRA;1976;27;NA;M;Winter;2
FRA;1976;27;NA;F;Summer;1
FRA;1976;28;NA;M;Summer;13
FRA;1976;28;NA;M;Winter;2
FRA;1976;28;Bronze;M;Summer;2
FRA;1976;29;NA;M;Summer;12
FRA;1976;29;NA;M;Winter;2
FRA;1976;29;Bronze;M;Summer;1
FRA;1976;30;NA;M;Summer;4
FRA;1976;30;NA;M;Winter;2
FRA;1976;30;NA;F;Summer;3
FRA;1976;30;Silver;F;Summer;1
FRA;1976;31;NA;M;Summer;10
FRA;1976;31;Bronze;M;Summer;1
FRA;1976;31;Silver;M;Summer;1
FRA;1976;32;NA;M;Summer;5
FRA;1976;32;NA;M;Winter;4
FRA;1976;32;NA;F;Summer;2
FRA;1976;32;Silver;F;Summer;1
FRA;1976;33;NA;F;Summer;2
FRA;1976;33;Bronze;M;Summer;1
FRA;1976;34;NA;M;Summer;2
FRA;1976;35;NA;M;Summer;1
FRA;1976;35;NA;M;Winter;1
FRA;1976;36;NA;M;Summer;2
FRA;1976;36;Gold;M;Summer;1
FRA;1976;40;NA;M;Summer;2
FRA;1976;40;Gold;M;Summer;1
FRA;1976;41;NA;M;Summer;1
FRA;1976;42;NA;M;Summer;1
FRA;1976;43;NA;M;Summer;2
FRA;1976;43;Gold;M;Summer;2
FRA;1976;44;NA;M;Summer;1
FRA;1980;16;NA;M;Summer;3
FRA;1980;17;NA;F;Summer;2
FRA;1980;18;NA;F;Winter;2
FRA;1980;19;NA;M;Summer;6
FRA;1980;19;NA;M;Winter;2
FRA;1980;19;NA;F;Summer;3
FRA;1980;19;NA;F;Winter;5
FRA;1980;19;Bronze;M;Summer;1
FRA;1980;19;Bronze;F;Winter;1
FRA;1980;20;NA;M;Summer;13
FRA;1980;20;NA;M;Winter;3
FRA;1980;20;NA;F;Summer;5
FRA;1980;20;Gold;F;Summer;1
FRA;1980;21;NA;M;Summer;10
FRA;1980;21;NA;M;Winter;4
FRA;1980;21;NA;F;Summer;1
FRA;1980;21;Gold;M;Summer;2
FRA;1980;21;Gold;F;Summer;2
FRA;1980;21;Bronze;M;Summer;2
FRA;1980;21;Silver;M;Summer;2
FRA;1980;22;NA;M;Summer;21
FRA;1980;22;NA;M;Winter;2
FRA;1980;22;NA;F;Summer;3
FRA;1980;22;Gold;F;Summer;1
FRA;1980;22;Bronze;M;Summer;1
FRA;1980;22;Silver;M;Summer;1
FRA;1980;23;NA;M;Summer;11
FRA;1980;23;NA;M;Winter;2
FRA;1980;23;NA;F;Summer;3
FRA;1980;23;NA;F;Winter;2
FRA;1980;23;Gold;M;Summer;2
FRA;1980;23;Gold;F;Summer;1
FRA;1980;23;Bronze;M;Summer;1
FRA;1980;24;NA;M;Summer;24
FRA;1980;24;NA;M;Winter;11
FRA;1980;24;NA;F;Summer;5
FRA;1980;25;NA;M;Summer;19
FRA;1980;25;NA;M;Winter;3
FRA;1980;25;Gold;M;Summer;3
FRA;1980;26;NA;M;Summer;7
FRA;1980;26;Gold;M;Summer;1
FRA;1980;26;Silver;M;Summer;1
FRA;1980;27;NA;M;Summer;3
FRA;1980;27;NA;M;Winter;4
FRA;1980;27;NA;F;Summer;2
FRA;1980;27;Gold;M;Summer;1
FRA;1980;27;Bronze;M;Summer;1
FRA;1980;27;Silver;M;Summer;1
FRA;1980;28;NA;M;Summer;16
FRA;1980;28;NA;M;Winter;1
FRA;1980;28;NA;F;Summer;2
FRA;1980;28;Gold;M;Summer;1
FRA;1980;29;NA;M;Summer;6
FRA;1980;29;NA;M;Winter;2
FRA;1980;29;Gold;M;Summer;2
FRA;1980;29;Gold;F;Summer;1
FRA;1980;30;NA;M;Summer;1
FRA;1980;31;NA;M;Summer;3
FRA;1980;34;NA;M;Summer;2
FRA;1984;14;NA;F;Summer;5
FRA;1984;15;NA;F;Summer;5
FRA;1984;16;NA;F;Winter;1
FRA;1984;17;NA;M;Summer;1
FRA;1984;17;NA;F;Summer;3
FRA;1984;18;NA;M;Summer;8
FRA;1984;18;NA;F;Summer;2
FRA;1984;19;NA;M;Summer;5
FRA;1984;19;NA;M;Winter;2
FRA;1984;19;NA;F;Summer;6
FRA;1984;19;Bronze;F;Summer;2
FRA;1984;20;NA;M;Summer;17
FRA;1984;20;NA;M;Winter;1
FRA;1984;20;NA;F;Summer;6
FRA;1984;20;NA;F;Winter;3
FRA;1984;20;Bronze;M;Summer;1
FRA;1984;20;Silver;M;Summer;2
FRA;1984;21;NA;M;Summer;22
FRA;1984;21;NA;M;Winter;5
FRA;1984;21;NA;F;Summer;8
FRA;1984;21;NA;F;Winter;1
FRA;1984;21;Gold;M;Summer;1
FRA;1984;21;Bronze;M;Summer;1
FRA;1984;21;Bronze;F;Summer;1
FRA;1984;21;Silver;M;Summer;1
FRA;1984;22;NA;M;Summer;32
FRA;1984;22;NA;M;Winter;3
FRA;1984;22;NA;F;Summer;4
FRA;1984;22;NA;F;Winter;2
FRA;1984;22;Gold;M;Summer;2
FRA;1984;22;Bronze;M;Summer;3
FRA;1984;22;Bronze;M;Winter;1
FRA;1984;22;Silver;M;Summer;2
FRA;1984;23;NA;M;Summer;27
FRA;1984;23;NA;M;Winter;7
FRA;1984;23;NA;F;Summer;4
FRA;1984;23;NA;F;Winter;3
FRA;1984;23;Gold;M;Summer;6
FRA;1984;23;Bronze;M;Summer;5
FRA;1984;23;Bronze;F;Winter;1
FRA;1984;23;Silver;F;Winter;1
FRA;1984;24;NA;M;Summer;15
FRA;1984;24;NA;M;Winter;4
FRA;1984;24;NA;F;Summer;5
FRA;1984;24;Gold;M;Summer;1
FRA;1984;24;Bronze;M;Summer;4
FRA;1984;24;Silver;M;Summer;2
FRA;1984;25;NA;M;Summer;21
FRA;1984;25;NA;M;Winter;4
FRA;1984;25;NA;F;Summer;3
FRA;1984;25;Gold;M;Summer;5
FRA;1984;25;Bronze;M;Summer;2
FRA;1984;25;Bronze;F;Summer;1
FRA;1984;26;NA;M;Summer;14
FRA;1984;26;NA;M;Winter;2
FRA;1984;26;NA;F;Summer;3
FRA;1984;26;Gold;M;Summer;1
FRA;1984;26;Bronze;M;Summer;1
FRA;1984;26;Bronze;F;Summer;1
FRA;1984;26;Silver;M;Summer;2
FRA;1984;27;NA;M;Summer;8
FRA;1984;27;NA;M;Winter;3
FRA;1984;27;NA;F;Summer;3
FRA;1984;27;NA;F;Winter;1
FRA;1984;27;Bronze;M;Summer;2
FRA;1984;27;Bronze;F;Summer;2
FRA;1984;27;Silver;M;Summer;1
FRA;1984;28;NA;M;Summer;15
FRA;1984;28;NA;M;Winter;3
FRA;1984;28;Gold;M;Summer;1
FRA;1984;28;Bronze;M;Summer;3
FRA;1984;28;Silver;M;Summer;2
FRA;1984;29;NA;M;Summer;6
FRA;1984;29;NA;M;Winter;2
FRA;1984;29;Gold;M;Summer;2
FRA;1984;29;Bronze;M;Summer;1
FRA;1984;29;Silver;M;Summer;2
FRA;1984;30;NA;M;Summer;3
FRA;1984;30;Gold;M;Summer;1
FRA;1984;30;Bronze;M;Summer;1
FRA;1984;31;NA;M;Summer;5
FRA;1984;31;NA;F;Summer;2
FRA;1984;31;Silver;M;Summer;1
FRA;1984;32;NA;M;Summer;5
FRA;1984;32;NA;F;Summer;3
FRA;1984;32;Silver;M;Summer;1
FRA;1984;33;NA;M;Summer;3
FRA;1984;33;NA;F;Summer;2
FRA;1984;34;NA;M;Summer;5
FRA;1984;35;NA;M;Summer;1
FRA;1984;35;NA;M;Winter;5
FRA;1984;36;NA;M;Winter;2
FRA;1984;38;NA;M;Summer;1
FRA;1984;38;NA;F;Summer;2
FRA;1984;39;NA;F;Summer;2
FRA;1984;45;NA;M;Summer;1
FRA;1984;49;NA;M;Summer;1
FRA;1984;50;NA;M;Summer;2
FRA;1988;-1;NA;M;Summer;1
FRA;1988;16;NA;M;Summer;3
FRA;1988;16;NA;F;Summer;18
FRA;1988;17;NA;M;Summer;1
FRA;1988;17;NA;M;Winter;3
FRA;1988;17;NA;F;Summer;3
FRA;1988;17;NA;F;Winter;1
FRA;1988;18;NA;M;Summer;3
FRA;1988;18;NA;M;Winter;3
FRA;1988;18;NA;F;Summer;5
FRA;1988;19;NA;M;Summer;19
FRA;1988;19;NA;M;Winter;5
FRA;1988;19;NA;F;Summer;12
FRA;1988;19;NA;F;Winter;1
FRA;1988;20;NA;M;Summer;10
FRA;1988;20;NA;M;Winter;1
FRA;1988;20;NA;F;Summer;12
FRA;1988;20;NA;F;Winter;6
FRA;1988;20;Bronze;F;Summer;1
FRA;1988;21;NA;M;Summer;22
FRA;1988;21;NA;M;Winter;6
FRA;1988;21;NA;F;Summer;5
FRA;1988;21;Bronze;M;Summer;1
FRA;1988;21;Silver;M;Summer;1
FRA;1988;22;NA;M;Summer;35
FRA;1988;22;NA;M;Winter;14
FRA;1988;22;NA;F;Summer;6
FRA;1988;22;NA;F;Winter;2
FRA;1988;22;Bronze;M;Summer;3
FRA;1988;23;NA;M;Summer;31
FRA;1988;23;NA;M;Winter;3
FRA;1988;23;NA;F;Summer;8
FRA;1988;23;Gold;M;Summer;1
FRA;1988;23;Gold;M;Winter;1
FRA;1988;23;Bronze;M;Summer;2
FRA;1988;23;Bronze;M;Winter;1
FRA;1988;24;NA;M;Summer;29
FRA;1988;24;NA;M;Winter;10
FRA;1988;24;NA;F;Summer;8
FRA;1988;24;NA;F;Winter;9
FRA;1988;24;Gold;M;Summer;3
FRA;1988;24;Bronze;M;Summer;1
FRA;1988;24;Silver;M;Summer;1
FRA;1988;25;NA;M;Summer;14
FRA;1988;25;NA;M;Winter;7
FRA;1988;25;NA;F;Summer;10
FRA;1988;25;NA;F;Winter;2
FRA;1988;25;Bronze;M;Summer;1
FRA;1988;26;NA;M;Summer;15
FRA;1988;26;NA;M;Winter;12
FRA;1988;26;NA;F;Summer;6
FRA;1988;26;NA;F;Winter;3
FRA;1988;27;NA;M;Summer;11
FRA;1988;27;NA;M;Winter;10
FRA;1988;27;NA;F;Summer;2
FRA;1988;28;NA;M;Summer;17
FRA;1988;28;NA;M;Winter;1
FRA;1988;28;NA;F;Winter;2
FRA;1988;28;Gold;M;Summer;2
FRA;1988;29;NA;M;Summer;15
FRA;1988;29;NA;F;Summer;5
FRA;1988;29;Gold;M;Summer;2
FRA;1988;30;NA;M;Summer;7
FRA;1988;30;NA;M;Winter;2
FRA;1988;30;NA;F;Summer;4
FRA;1988;30;NA;F;Winter;1
FRA;1988;31;NA;M;Summer;6
FRA;1988;31;NA;F;Summer;5
FRA;1988;31;Gold;M;Summer;2
FRA;1988;31;Bronze;M;Summer;1
FRA;1988;31;Silver;M;Summer;1
FRA;1988;32;NA;M;Summer;13
FRA;1988;32;NA;M;Winter;1
FRA;1988;32;NA;F;Summer;1
FRA;1988;32;Gold;M;Summer;1
FRA;1988;33;NA;M;Winter;1
FRA;1988;33;NA;F;Summer;1
FRA;1988;33;Gold;M;Summer;1
FRA;1988;33;Bronze;M;Summer;1
FRA;1988;34;NA;M;Summer;4
FRA;1988;34;NA;F;Summer;1
FRA;1988;34;Bronze;M;Summer;1
FRA;1988;35;NA;M;Summer;1
FRA;1988;35;NA;M;Winter;1
FRA;1988;36;NA;M;Summer;1
FRA;1988;36;NA;M;Winter;1
FRA;1988;36;NA;F;Summer;2
FRA;1988;37;NA;M;Summer;1
FRA;1988;37;NA;F;Summer;1
FRA;1988;38;NA;M;Summer;1
FRA;1988;39;NA;M;Summer;2
FRA;1988;39;NA;M;Winter;5
FRA;1988;39;Bronze;M;Summer;1
FRA;1988;40;NA;M;Summer;2
FRA;1988;40;NA;F;Summer;1
FRA;1988;42;NA;F;Summer;2
FRA;1988;43;NA;F;Summer;1
FRA;1988;43;Silver;F;Summer;1
FRA;1992;13;NA;F;Winter;1
FRA;1992;15;NA;F;Summer;7
FRA;1992;16;NA;M;Winter;3
FRA;1992;16;NA;F;Summer;22
FRA;1992;17;NA;F;Summer;13
FRA;1992;17;NA;F;Winter;1
FRA;1992;18;NA;M;Winter;1
FRA;1992;18;NA;F;Summer;1
FRA;1992;18;NA;F;Winter;1
FRA;1992;19;NA;M;Summer;6
FRA;1992;19;NA;M;Winter;4
FRA;1992;19;NA;F;Summer;9
FRA;1992;19;NA;F;Winter;4
FRA;1992;19;Gold;F;Winter;1
FRA;1992;19;Bronze;M;Summer;1
FRA;1992;20;NA;M;Summer;25
FRA;1992;20;NA;M;Winter;5
FRA;1992;20;NA;F;Summer;7
FRA;1992;20;Gold;M;Summer;1
FRA;1992;21;NA;M;Summer;16
FRA;1992;21;NA;M;Winter;7
FRA;1992;21;NA;F;Summer;9
FRA;1992;21;NA;F;Winter;8
FRA;1992;21;Bronze;M;Summer;1
FRA;1992;22;NA;M;Summer;20
FRA;1992;22;NA;M;Winter;18
FRA;1992;22;NA;F;Summer;14
FRA;1992;22;NA;F;Winter;7
FRA;1992;22;Gold;M;Summer;1
FRA;1992;22;Gold;M;Winter;1
FRA;1992;22;Bronze;M;Summer;1
FRA;1992;22;Silver;M;Winter;1
FRA;1992;23;NA;M;Summer;20
FRA;1992;23;NA;M;Winter;8
FRA;1992;23;NA;F;Summer;8
FRA;1992;23;NA;F;Winter;10
FRA;1992;23;Gold;M;Winter;1
FRA;1992;23;Gold;F;Winter;1
FRA;1992;23;Bronze;M;Summer;5
FRA;1992;23;Bronze;F;Winter;1
FRA;1992;23;Silver;M;Summer;2
FRA;1992;23;Silver;M;Winter;1
FRA;1992;24;NA;M;Summer;23
FRA;1992;24;NA;M;Winter;9
FRA;1992;24;NA;F;Summer;11
FRA;1992;24;NA;F;Winter;6
FRA;1992;24;Gold;F;Summer;1
FRA;1992;24;Bronze;F;Summer;1
FRA;1992;25;NA;M;Summer;25
FRA;1992;25;NA;M;Winter;13
FRA;1992;25;NA;F;Summer;6
FRA;1992;25;NA;F;Winter;5
FRA;1992;25;Gold;F;Summer;1
FRA;1992;25;Gold;F;Winter;1
FRA;1992;25;Bronze;M;Summer;2
FRA;1992;25;Silver;M;Summer;1
FRA;1992;26;NA;M;Summer;23
FRA;1992;26;NA;M;Winter;17
FRA;1992;26;NA;F;Summer;5
FRA;1992;26;NA;F;Winter;5
FRA;1992;26;Gold;F;Summer;1
FRA;1992;26;Bronze;M;Summer;6
FRA;1992;27;NA;M;Summer;18
FRA;1992;27;NA;M;Winter;9
FRA;1992;27;NA;F;Summer;10
FRA;1992;27;Gold;M;Summer;1
FRA;1992;27;Bronze;M;Summer;3
FRA;1992;27;Silver;M;Summer;1
FRA;1992;27;Silver;M;Winter;1
FRA;1992;28;NA;M;Summer;26
FRA;1992;28;NA;M;Winter;9
FRA;1992;28;NA;F;Summer;7
FRA;1992;28;NA;F;Winter;5
FRA;1992;28;Gold;M;Summer;1
FRA;1992;28;Bronze;M;Summer;5
FRA;1992;28;Silver;F;Winter;2
FRA;1992;29;NA;M;Summer;8
FRA;1992;29;NA;M;Winter;3
FRA;1992;29;NA;F;Summer;8
FRA;1992;29;NA;F;Winter;2
FRA;1992;29;Bronze;M;Summer;2
FRA;1992;29;Bronze;F;Summer;1
FRA;1992;30;NA;M;Summer;16
FRA;1992;30;NA;M;Winter;7
FRA;1992;30;NA;F;Summer;4
FRA;1992;30;Bronze;M;Summer;2
FRA;1992;30;Silver;M;Winter;1
FRA;1992;31;NA;M;Summer;6
FRA;1992;31;NA;M;Winter;3
FRA;1992;31;NA;F;Summer;1
FRA;1992;31;Gold;M;Summer;1
FRA;1992;31;Bronze;M;Summer;3
FRA;1992;32;NA;M;Summer;7
FRA;1992;32;NA;M;Winter;1
FRA;1992;32;Bronze;M;Summer;1
FRA;1992;32;Bronze;F;Summer;1
FRA;1992;33;NA;M;Summer;4
FRA;1992;33;NA;F;Summer;4
FRA;1992;33;Bronze;M;Summer;2
FRA;1992;33;Silver;F;Summer;1
FRA;1992;34;NA;M;Summer;1
FRA;1992;34;Bronze;M;Summer;1
FRA;1992;35;NA;M;Summer;7
FRA;1992;35;NA;F;Summer;2
FRA;1992;35;Bronze;M;Summer;1
FRA;1992;36;NA;M;Summer;7
FRA;1992;36;NA;F;Summer;1
FRA;1992;36;Gold;M;Summer;1
FRA;1992;36;Bronze;M;Summer;2
FRA;1992;37;NA;M;Summer;1
FRA;1992;37;NA;F;Summer;3
FRA;1992;39;NA;M;Summer;1
FRA;1992;40;NA;M;Summer;3
FRA;1992;40;Bronze;M;Summer;1
FRA;1992;41;NA;M;Summer;3
FRA;1992;42;NA;M;Summer;1
FRA;1992;43;NA;M;Summer;1
FRA;1992;43;Bronze;M;Summer;1
FRA;1992;44;NA;M;Summer;2
FRA;1992;46;NA;M;Summer;1
FRA;1992;46;NA;F;Summer;2
FRA;1992;47;NA;F;Summer;2
FRA;1994;16;NA;M;Winter;3
FRA;1994;17;NA;F;Winter;3
FRA;1994;18;NA;M;Winter;2
FRA;1994;18;NA;F;Winter;2
FRA;1994;19;NA;M;Winter;3
FRA;1994;19;NA;F;Winter;1
FRA;1994;20;NA;M;Winter;2
FRA;1994;20;NA;F;Winter;1
FRA;1994;21;NA;M;Winter;7
FRA;1994;21;NA;F;Winter;9
FRA;1994;21;Bronze;M;Winter;1
FRA;1994;21;Bronze;F;Winter;1
FRA;1994;22;NA;M;Winter;8
FRA;1994;23;NA;M;Winter;3
FRA;1994;23;NA;F;Winter;13
FRA;1994;24;NA;M;Winter;12
FRA;1994;24;NA;F;Winter;7
FRA;1994;24;Bronze;M;Winter;1
FRA;1994;25;NA;M;Winter;8
FRA;1994;25;NA;F;Winter;7
FRA;1994;25;Bronze;F;Winter;1
FRA;1994;25;Silver;F;Winter;1
FRA;1994;26;NA;M;Winter;11
FRA;1994;26;NA;F;Winter;7
FRA;1994;26;Bronze;M;Winter;1
FRA;1994;27;NA;M;Winter;10
FRA;1994;27;NA;F;Winter;3
FRA;1994;27;Bronze;F;Winter;2
FRA;1994;28;NA;M;Winter;9
FRA;1994;28;NA;F;Winter;3
FRA;1994;28;Bronze;M;Winter;1
FRA;1994;29;NA;M;Winter;7
FRA;1994;29;Bronze;M;Winter;2
FRA;1994;30;NA;M;Winter;7
FRA;1994;30;NA;F;Winter;2
FRA;1994;31;NA;M;Winter;5
FRA;1994;32;NA;M;Winter;2
FRA;1994;33;NA;M;Winter;1
FRA;1996;14;NA;F;Summer;6
FRA;1996;15;NA;F;Summer;18
FRA;1996;16;NA;F;Summer;16
FRA;1996;17;NA;F;Summer;13
FRA;1996;18;NA;F;Summer;3
FRA;1996;19;NA;M;Summer;3
FRA;1996;19;NA;F;Summer;3
FRA;1996;20;NA;M;Summer;10
FRA;1996;20;NA;F;Summer;7
FRA;1996;20;Bronze;M;Summer;1
FRA;1996;21;NA;M;Summer;23
FRA;1996;21;NA;F;Summer;11
FRA;1996;21;Bronze;M;Summer;1
FRA;1996;22;NA;M;Summer;26
FRA;1996;22;NA;F;Summer;6
FRA;1996;22;Gold;M;Summer;1
FRA;1996;22;Silver;M;Summer;1
FRA;1996;23;NA;M;Summer;27
FRA;1996;23;NA;F;Summer;7
FRA;1996;23;Bronze;M;Summer;2
FRA;1996;24;NA;M;Summer;28
FRA;1996;24;NA;F;Summer;2
FRA;1996;24;Gold;M;Summer;1
FRA;1996;24;Gold;F;Summer;2
FRA;1996;24;Bronze;F;Summer;1
FRA;1996;24;Silver;M;Summer;1
FRA;1996;25;NA;M;Summer;13
FRA;1996;25;NA;F;Summer;5
FRA;1996;25;Gold;M;Summer;1
FRA;1996;25;Gold;F;Summer;1
FRA;1996;25;Bronze;M;Summer;1
FRA;1996;25;Silver;M;Summer;1
FRA;1996;26;NA;M;Summer;27
FRA;1996;26;NA;F;Summer;9
FRA;1996;26;Gold;M;Summer;2
FRA;1996;26;Gold;F;Summer;1
FRA;1996;27;NA;M;Summer;23
FRA;1996;27;NA;F;Summer;4
FRA;1996;27;Gold;M;Summer;2
FRA;1996;27;Gold;F;Summer;1
FRA;1996;27;Bronze;F;Summer;1
FRA;1996;27;Silver;M;Summer;1
FRA;1996;27;Silver;F;Summer;1
FRA;1996;28;NA;M;Summer;13
FRA;1996;28;NA;F;Summer;6
FRA;1996;28;Gold;M;Summer;2
FRA;1996;28;Gold;F;Summer;3
FRA;1996;28;Bronze;M;Summer;3
FRA;1996;28;Bronze;F;Summer;1
FRA;1996;28;Silver;M;Summer;1
FRA;1996;29;NA;M;Summer;5
FRA;1996;29;NA;F;Summer;3
FRA;1996;29;Bronze;M;Summer;3
FRA;1996;29;Silver;M;Summer;2
FRA;1996;30;NA;M;Summer;14
FRA;1996;30;NA;F;Summer;3
FRA;1996;30;Gold;M;Summer;1
FRA;1996;31;NA;M;Summer;9
FRA;1996;31;NA;F;Summer;5
FRA;1996;31;Bronze;F;Summer;2
FRA;1996;32;NA;M;Summer;7
FRA;1996;32;NA;F;Summer;5
FRA;1996;32;Bronze;M;Summer;2
FRA;1996;32;Silver;F;Summer;1
FRA;1996;33;NA;M;Summer;5
FRA;1996;33;NA;F;Summer;5
FRA;1996;34;NA;M;Summer;5
FRA;1996;34;NA;F;Summer;3
FRA;1996;34;Gold;M;Summer;1
FRA;1996;34;Gold;F;Summer;1
FRA;1996;34;Bronze;M;Summer;1
FRA;1996;34;Bronze;F;Summer;1
FRA;1996;35;NA;M;Summer;3
FRA;1996;35;NA;F;Summer;1
FRA;1996;36;NA;M;Summer;2
FRA;1996;37;NA;F;Summer;1
FRA;1996;37;Gold;F;Summer;1
FRA;1996;37;Silver;F;Summer;1
FRA;1996;38;NA;F;Summer;2
FRA;1996;39;NA;F;Summer;2
FRA;1996;42;NA;M;Summer;2
FRA;1996;44;NA;M;Summer;3
FRA;1996;45;NA;M;Summer;1
FRA;1996;50;NA;F;Summer;2
FRA;1996;51;NA;F;Summer;2
FRA;1996;53;NA;M;Summer;2
FRA;1998;17;NA;F;Winter;1
FRA;1998;18;NA;M;Winter;3
FRA;1998;18;Bronze;M;Winter;1
FRA;1998;19;NA;M;Winter;2
FRA;1998;19;NA;F;Winter;1
FRA;1998;19;Bronze;M;Winter;1
FRA;1998;20;NA;M;Winter;4
FRA;1998;20;NA;F;Winter;1
FRA;1998;20;Gold;F;Winter;1
FRA;1998;21;NA;M;Winter;4
FRA;1998;21;NA;F;Winter;3
FRA;1998;22;NA;M;Winter;15
FRA;1998;22;NA;F;Winter;5
FRA;1998;22;Bronze;M;Winter;1
FRA;1998;22;Bronze;F;Winter;1
FRA;1998;23;NA;M;Winter;10
FRA;1998;23;NA;F;Winter;12
FRA;1998;24;NA;M;Winter;7
FRA;1998;24;NA;F;Winter;5
FRA;1998;25;NA;M;Winter;6
FRA;1998;25;NA;F;Winter;6
FRA;1998;25;Bronze;M;Winter;2
FRA;1998;26;NA;M;Winter;3
FRA;1998;26;Silver;M;Winter;1
FRA;1998;27;NA;M;Winter;2
FRA;1998;27;NA;F;Winter;5
FRA;1998;28;NA;M;Winter;6
FRA;1998;28;NA;F;Winter;5
FRA;1998;29;NA;M;Winter;8
FRA;1998;29;NA;F;Winter;6
FRA;1998;29;Bronze;M;Winter;3
FRA;1998;29;Bronze;F;Winter;1
FRA;1998;30;NA;M;Winter;5
FRA;1998;30;NA;F;Winter;1
FRA;1998;30;Bronze;M;Winter;2
FRA;1998;31;NA;M;Winter;7
FRA;1998;31;Gold;M;Winter;1
FRA;1998;32;NA;M;Winter;7
FRA;1998;33;NA;M;Winter;2
FRA;1998;34;NA;M;Winter;2
FRA;2000;16;NA;F;Summer;26
FRA;2000;17;NA;F;Summer;1
FRA;2000;18;NA;F;Summer;3
FRA;2000;19;NA;M;Summer;17
FRA;2000;19;NA;F;Summer;12
FRA;2000;19;Gold;M;Summer;1
FRA;2000;20;NA;M;Summer;17
FRA;2000;20;NA;F;Summer;5
FRA;2000;20;Silver;M;Summer;1
FRA;2000;21;NA;M;Summer;6
FRA;2000;21;NA;F;Summer;15
FRA;2000;21;Gold;M;Summer;1
FRA;2000;21;Bronze;M;Summer;2
FRA;2000;21;Bronze;F;Summer;1
FRA;2000;22;NA;M;Summer;14
FRA;2000;22;NA;F;Summer;2
FRA;2000;22;Gold;M;Summer;3
FRA;2000;22;Silver;M;Summer;1
FRA;2000;23;NA;M;Summer;20
FRA;2000;23;NA;F;Summer;11
FRA;2000;23;Bronze;M;Summer;1
FRA;2000;23;Silver;M;Summer;1
FRA;2000;24;NA;M;Summer;14
FRA;2000;24;NA;F;Summer;8
FRA;2000;24;Gold;M;Summer;1
FRA;2000;24;Silver;F;Summer;1
FRA;2000;25;NA;M;Summer;11
FRA;2000;25;NA;F;Summer;19
FRA;2000;25;Bronze;F;Summer;1
FRA;2000;25;Silver;M;Summer;1
FRA;2000;25;Silver;F;Summer;1
FRA;2000;26;NA;M;Summer;11
FRA;2000;26;NA;F;Summer;10
FRA;2000;26;Gold;M;Summer;3
FRA;2000;26;Gold;F;Summer;1
FRA;2000;26;Bronze;M;Summer;1
FRA;2000;26;Silver;M;Summer;6
FRA;2000;26;Silver;F;Summer;1
FRA;2000;27;NA;M;Summer;25
FRA;2000;27;NA;F;Summer;5
FRA;2000;27;Gold;M;Summer;3
FRA;2000;27;Bronze;M;Summer;2
FRA;2000;27;Silver;M;Summer;4
FRA;2000;28;NA;M;Summer;13
FRA;2000;28;NA;F;Summer;10
FRA;2000;28;Gold;M;Summer;1
FRA;2000;28;Bronze;F;Summer;1
FRA;2000;28;Silver;M;Summer;6
FRA;2000;29;NA;M;Summer;19
FRA;2000;29;NA;F;Summer;8
FRA;2000;29;Gold;F;Summer;2
FRA;2000;29;Silver;M;Summer;1
FRA;2000;29;Silver;F;Summer;1
FRA;2000;30;NA;M;Summer;8
FRA;2000;30;NA;F;Summer;7
FRA;2000;30;Bronze;M;Summer;1
FRA;2000;30;Bronze;F;Summer;1
FRA;2000;31;NA;M;Summer;23
FRA;2000;31;NA;F;Summer;5
FRA;2000;31;Gold;M;Summer;1
FRA;2000;31;Bronze;M;Summer;1
FRA;2000;31;Silver;M;Summer;1
FRA;2000;32;NA;M;Summer;10
FRA;2000;32;NA;F;Summer;3
FRA;2000;32;Gold;M;Summer;2
FRA;2000;32;Silver;M;Summer;1
FRA;2000;33;NA;M;Summer;10
FRA;2000;33;Gold;M;Summer;2
FRA;2000;33;Bronze;M;Summer;1
FRA;2000;33;Silver;M;Summer;1
FRA;2000;34;NA;M;Summer;4
FRA;2000;34;NA;F;Summer;2
FRA;2000;34;Gold;M;Summer;1
FRA;2000;35;NA;M;Summer;5
