"Country";"Year";"Age";"Medal";"Sex";"Season";"Count"
USA;1912;48;Bronze;M;Summer;2
USA;1912;48;Silver;M;Summer;1
USA;1912;52;NA;M;Summer;3
USA;1912;54;NA;M;Summer;2
USA;1912;57;Silver;M;Summer;1
USA;1912;60;NA;M;Summer;5
USA;1912;60;Silver;M;Summer;1
USA;1920;-1;NA;M;Summer;2
USA;1920;13;NA;F;Summer;1
USA;1920;13;Gold;F;Summer;1
USA;1920;14;Silver;F;Summer;1
USA;1920;15;NA;F;Summer;1
USA;1920;16;NA;M;Summer;1
USA;1920;17;NA;M;Summer;1
USA;1920;17;Gold;M;Summer;2
USA;1920;17;Silver;M;Summer;1
USA;1920;18;NA;M;Summer;5
USA;1920;18;NA;F;Summer;2
USA;1920;18;Gold;M;Summer;1
USA;1920;18;Gold;F;Summer;4
USA;1920;18;Silver;M;Summer;2
USA;1920;18;Silver;F;Summer;1
USA;1920;19;NA;M;Summer;15
USA;1920;19;Gold;M;Summer;3
USA;1920;19;Gold;F;Summer;1
USA;1920;19;Bronze;M;Summer;2
USA;1920;19;Silver;M;Summer;2
USA;1920;19;Silver;F;Summer;1
USA;1920;20;NA;M;Summer;20
USA;1920;20;NA;F;Summer;2
USA;1920;20;Gold;M;Summer;8
USA;1920;20;Silver;M;Summer;2
USA;1920;21;NA;M;Summer;19
USA;1920;21;Gold;M;Summer;8
USA;1920;21;Bronze;M;Summer;2
USA;1920;21;Silver;M;Summer;1
USA;1920;22;NA;M;Summer;12
USA;1920;22;Gold;M;Summer;6
USA;1920;22;Bronze;M;Summer;1
USA;1920;22;Silver;M;Summer;1
USA;1920;23;NA;M;Summer;11
USA;1920;23;Gold;M;Summer;11
USA;1920;23;Bronze;M;Summer;3
USA;1920;23;Bronze;F;Summer;1
USA;1920;23;Silver;M;Summer;2
USA;1920;24;NA;M;Summer;34
USA;1920;24;Gold;M;Summer;8
USA;1920;24;Bronze;M;Summer;2
USA;1920;24;Silver;M;Summer;7
USA;1920;25;NA;M;Summer;14
USA;1920;25;Gold;M;Summer;4
USA;1920;25;Bronze;M;Summer;4
USA;1920;25;Silver;M;Summer;5
USA;1920;26;NA;M;Summer;11
USA;1920;26;NA;F;Summer;1
USA;1920;26;Gold;M;Summer;1
USA;1920;26;Bronze;M;Summer;1
USA;1920;26;Bronze;F;Summer;1
USA;1920;26;Silver;M;Summer;2
USA;1920;27;NA;M;Summer;16
USA;1920;27;Gold;M;Summer;4
USA;1920;27;Gold;F;Summer;1
USA;1920;27;Bronze;F;Summer;2
USA;1920;27;Silver;M;Summer;3
USA;1920;28;NA;M;Summer;12
USA;1920;28;Gold;M;Summer;3
USA;1920;28;Bronze;M;Summer;1
USA;1920;28;Silver;M;Summer;4
USA;1920;29;NA;M;Summer;6
USA;1920;29;Gold;M;Summer;3
USA;1920;29;Bronze;M;Summer;1
USA;1920;29;Silver;M;Summer;3
USA;1920;30;NA;M;Summer;11
USA;1920;30;Gold;M;Summer;2
USA;1920;31;NA;M;Summer;14
USA;1920;31;NA;F;Summer;1
USA;1920;31;Gold;M;Summer;8
USA;1920;31;Bronze;M;Summer;3
USA;1920;31;Silver;M;Summer;1
USA;1920;32;NA;M;Summer;14
USA;1920;32;Bronze;M;Summer;1
USA;1920;33;NA;M;Summer;6
USA;1920;33;Gold;M;Summer;2
USA;1920;33;Bronze;M;Summer;2
USA;1920;34;NA;M;Summer;4
USA;1920;34;Gold;M;Summer;1
USA;1920;34;Silver;M;Summer;1
USA;1920;35;NA;M;Summer;15
USA;1920;35;Gold;M;Summer;8
USA;1920;35;Bronze;M;Summer;5
USA;1920;35;Silver;M;Summer;3
USA;1920;36;NA;M;Summer;1
USA;1920;36;Bronze;M;Summer;2
USA;1920;37;NA;M;Summer;1
USA;1920;38;NA;M;Summer;5
USA;1920;38;Gold;M;Summer;3
USA;1920;38;Bronze;M;Summer;1
USA;1920;38;Silver;M;Summer;1
USA;1920;39;NA;M;Summer;6
USA;1920;39;Gold;M;Summer;7
USA;1920;39;Silver;M;Summer;1
USA;1920;40;NA;M;Summer;6
USA;1920;40;Gold;M;Summer;6
USA;1920;40;Bronze;M;Summer;1
USA;1920;41;NA;M;Summer;2
USA;1920;41;Gold;M;Summer;2
USA;1920;41;Bronze;M;Summer;1
USA;1920;43;NA;M;Summer;6
USA;1920;43;Bronze;M;Summer;1
USA;1920;44;NA;M;Summer;1
USA;1920;44;Gold;M;Summer;1
USA;1920;48;Gold;M;Summer;2
USA;1924;13;NA;F;Summer;1
USA;1924;15;Gold;F;Summer;1
USA;1924;16;NA;F;Summer;1
USA;1924;16;Gold;M;Summer;1
USA;1924;16;Silver;F;Summer;1
USA;1924;17;NA;M;Summer;3
USA;1924;17;Gold;M;Summer;1
USA;1924;17;Gold;F;Summer;4
USA;1924;17;Bronze;F;Summer;1
USA;1924;17;Silver;M;Summer;3
USA;1924;17;Silver;F;Summer;1
USA;1924;18;NA;M;Summer;1
USA;1924;18;Gold;M;Summer;1
USA;1924;18;Gold;F;Summer;4
USA;1924;18;Bronze;F;Summer;3
USA;1924;18;Silver;F;Summer;2
USA;1924;19;NA;M;Summer;9
USA;1924;19;NA;F;Summer;2
USA;1924;19;Gold;M;Summer;7
USA;1924;19;Bronze;M;Summer;2
USA;1924;19;Silver;M;Summer;1
USA;1924;20;NA;M;Summer;11
USA;1924;20;Gold;M;Summer;10
USA;1924;20;Gold;F;Summer;1
USA;1924;20;Bronze;M;Summer;3
USA;1924;20;Silver;M;Summer;3
USA;1924;21;NA;M;Summer;23
USA;1924;21;NA;M;Winter;5
USA;1924;21;Gold;M;Summer;8
USA;1924;21;Gold;F;Summer;1
USA;1924;21;Bronze;M;Summer;8
USA;1924;21;Silver;M;Summer;2
USA;1924;21;Silver;F;Summer;1
USA;1924;22;NA;M;Summer;25
USA;1924;22;NA;M;Winter;2
USA;1924;22;NA;F;Summer;1
USA;1924;22;Gold;M;Summer;8
USA;1924;22;Bronze;M;Summer;5
USA;1924;22;Silver;M;Summer;2
USA;1924;23;NA;M;Summer;23
USA;1924;23;NA;M;Winter;5
USA;1924;23;Gold;M;Summer;9
USA;1924;23;Gold;M;Winter;1
USA;1924;23;Bronze;M;Summer;4
USA;1924;23;Silver;M;Summer;3
USA;1924;23;Silver;M;Winter;2
USA;1924;23;Silver;F;Winter;1
USA;1924;24;NA;M;Summer;13
USA;1924;24;NA;M;Winter;7
USA;1924;24;Gold;M;Summer;3
USA;1924;24;Bronze;M;Summer;7
USA;1924;24;Silver;M;Summer;3
USA;1924;25;NA;M;Summer;18
USA;1924;25;NA;M;Winter;1
USA;1924;25;Gold;M;Summer;10
USA;1924;25;Bronze;M;Summer;3
USA;1924;25;Silver;M;Summer;1
USA;1924;25;Silver;M;Winter;1
USA;1924;26;NA;M;Summer;5
USA;1924;26;Gold;M;Summer;3
USA;1924;26;Bronze;M;Summer;2
USA;1924;26;Silver;M;Summer;1
USA;1924;26;Silver;M;Winter;1
USA;1924;27;NA;M;Summer;10
USA;1924;27;NA;M;Winter;1
USA;1924;27;NA;F;Summer;2
USA;1924;27;Gold;M;Summer;3
USA;1924;27;Bronze;M;Summer;2
USA;1924;27;Silver;M;Summer;1
USA;1924;27;Silver;M;Winter;2
USA;1924;27;Silver;F;Summer;1
USA;1924;28;NA;M;Summer;4
USA;1924;28;NA;F;Summer;2
USA;1924;28;Gold;M;Summer;3
USA;1924;28;Silver;M;Summer;1
USA;1924;28;Silver;M;Winter;1
USA;1924;29;NA;M;Summer;17
USA;1924;29;Gold;M;Summer;2
USA;1924;29;Bronze;M;Summer;1
USA;1924;29;Silver;M;Summer;2
USA;1924;30;NA;M;Summer;30
USA;1924;30;NA;F;Winter;2
USA;1924;30;Gold;M;Summer;3
USA;1924;30;Bronze;M;Summer;1
USA;1924;31;NA;M;Summer;3
USA;1924;31;Gold;M;Summer;1
USA;1924;31;Bronze;M;Summer;1
USA;1924;32;NA;M;Summer;5
USA;1924;32;Gold;M;Summer;2
USA;1924;32;Silver;M;Summer;2
USA;1924;32;Silver;M;Winter;2
USA;1924;33;NA;M;Summer;4
USA;1924;33;NA;M;Winter;2
USA;1924;33;NA;F;Summer;1
USA;1924;33;Gold;M;Summer;1
USA;1924;33;Bronze;M;Summer;1
USA;1924;33;Silver;M;Summer;2
USA;1924;34;NA;M;Summer;2
USA;1924;34;Gold;M;Summer;1
USA;1924;35;NA;M;Summer;4
USA;1924;35;NA;M;Winter;2
USA;1924;35;Bronze;M;Summer;2
USA;1924;35;Bronze;M;Winter;1
USA;1924;35;Silver;M;Summer;1
USA;1924;36;NA;M;Summer;13
USA;1924;36;NA;F;Summer;1
USA;1924;36;Gold;M;Summer;2
USA;1924;36;Bronze;M;Summer;1
USA;1924;37;NA;M;Summer;9
USA;1924;37;NA;M;Winter;2
USA;1924;37;Gold;F;Summer;2
USA;1924;38;NA;M;Summer;13
USA;1924;38;Bronze;M;Summer;1
USA;1924;39;NA;M;Summer;2
USA;1924;39;Gold;M;Summer;2
USA;1924;39;Silver;M;Summer;1
USA;1924;40;NA;M;Summer;1
USA;1924;42;NA;M;Summer;1
USA;1924;43;Gold;M;Summer;1
USA;1924;43;Bronze;M;Summer;1
USA;1924;44;NA;M;Summer;5
USA;1924;44;Gold;M;Summer;1
USA;1924;47;NA;M;Summer;8
USA;1924;48;Silver;M;Summer;1
USA;1924;49;NA;M;Summer;2
USA;1924;50;Gold;M;Summer;1
USA;1928;-1;NA;M;Summer;1
USA;1928;12;Silver;F;Summer;1
USA;1928;13;NA;F;Summer;1
USA;1928;14;NA;M;Summer;1
USA;1928;14;NA;F;Summer;1
USA;1928;15;NA;F;Summer;1
USA;1928;15;Silver;M;Winter;1
USA;1928;16;NA;M;Summer;2
USA;1928;16;NA;F;Summer;3
USA;1928;16;NA;F;Winter;1
USA;1928;16;Gold;M;Winter;1
USA;1928;16;Gold;F;Summer;1
USA;1928;16;Bronze;F;Summer;1
USA;1928;16;Silver;F;Summer;2
USA;1928;17;NA;M;Summer;4
USA;1928;17;NA;F;Summer;2
USA;1928;17;Gold;M;Summer;1
USA;1928;17;Gold;F;Summer;2
USA;1928;18;NA;M;Summer;7
USA;1928;18;NA;F;Summer;2
USA;1928;18;Gold;M;Summer;3
USA;1928;18;Gold;F;Summer;2
USA;1928;18;Bronze;M;Summer;2
USA;1928;18;Bronze;F;Summer;1
USA;1928;18;Silver;M;Summer;2
USA;1928;18;Silver;F;Summer;1
USA;1928;19;NA;M;Summer;7
USA;1928;19;NA;F;Summer;1
USA;1928;19;Gold;M;Summer;2
USA;1928;19;Gold;F;Summer;3
USA;1928;19;Silver;M;Summer;1
USA;1928;19;Silver;M;Winter;1
USA;1928;19;Silver;F;Summer;1
USA;1928;20;NA;M;Summer;19
USA;1928;20;NA;F;Summer;5
USA;1928;20;Gold;M;Summer;3
USA;1928;20;Gold;F;Summer;1
USA;1928;20;Bronze;M;Summer;2
USA;1928;20;Silver;M;Summer;1
USA;1928;20;Silver;F;Summer;1
USA;1928;21;NA;M;Summer;17
USA;1928;21;NA;M;Winter;6
USA;1928;21;NA;F;Summer;2
USA;1928;21;Gold;M;Summer;10
USA;1928;21;Bronze;M;Summer;2
USA;1928;21;Bronze;M;Winter;1
USA;1928;21;Silver;M;Summer;4
USA;1928;21;Silver;F;Summer;1
USA;1928;22;NA;M;Summer;26
USA;1928;22;NA;M;Winter;3
USA;1928;22;NA;F;Summer;3
USA;1928;22;Gold;M;Summer;8
USA;1928;22;Bronze;M;Summer;1
USA;1928;22;Silver;M;Summer;2
USA;1928;23;NA;M;Summer;21
USA;1928;23;NA;M;Winter;3
USA;1928;23;Gold;M;Summer;6
USA;1928;23;Gold;M;Winter;1
USA;1928;23;Gold;F;Summer;1
USA;1928;23;Bronze;M;Summer;4
USA;1928;23;Silver;M;Summer;4
USA;1928;23;Silver;M;Winter;1
USA;1928;23;Silver;F;Summer;1
USA;1928;24;NA;M;Summer;16
USA;1928;24;NA;F;Summer;1
USA;1928;24;Gold;M;Summer;1
USA;1928;24;Silver;M;Winter;1
USA;1928;25;NA;M;Summer;19
USA;1928;25;NA;M;Winter;4
USA;1928;25;Gold;M;Winter;1
USA;1928;25;Gold;F;Summer;1
USA;1928;25;Bronze;M;Summer;1
USA;1928;26;NA;M;Summer;12
USA;1928;26;NA;M;Winter;3
USA;1928;26;Gold;M;Summer;1
USA;1928;26;Bronze;M;Summer;1
USA;1928;26;Bronze;F;Summer;1
USA;1928;27;NA;M;Summer;5
USA;1928;27;NA;F;Winter;1
USA;1928;27;Bronze;F;Winter;1
USA;1928;28;NA;M;Summer;16
USA;1928;28;Bronze;M;Summer;1
USA;1928;29;NA;M;Summer;7
USA;1928;29;NA;M;Winter;3
USA;1928;30;NA;M;Summer;3
USA;1928;30;Silver;M;Summer;1
USA;1928;31;NA;M;Summer;1
USA;1928;31;Silver;M;Summer;1
USA;1928;32;NA;M;Summer;3
USA;1928;33;Gold;M;Summer;1
USA;1928;34;NA;M;Summer;16
USA;1928;34;NA;F;Winter;2
USA;1928;34;Gold;M;Winter;1
USA;1928;36;NA;M;Summer;4
USA;1928;36;Gold;M;Winter;1
USA;1928;37;NA;M;Summer;2
USA;1928;37;NA;F;Summer;1
USA;1928;39;NA;M;Summer;4
USA;1928;39;NA;M;Winter;3
USA;1928;39;Silver;M;Winter;1
USA;1928;40;NA;M;Summer;2
USA;1928;41;NA;M;Summer;4
USA;1928;41;NA;M;Winter;2
USA;1928;42;NA;M;Summer;3
USA;1928;42;Gold;M;Winter;1
USA;1928;44;Silver;M;Winter;1
USA;1928;51;NA;M;Summer;2
USA;1932;-1;NA;M;Summer;1
USA;1932;13;NA;M;Summer;1
USA;1932;15;Silver;M;Summer;2
USA;1932;15;Silver;F;Summer;1
USA;1932;16;NA;M;Summer;3
USA;1932;16;NA;F;Summer;1
USA;1932;17;NA;M;Summer;3
USA;1932;17;NA;F;Summer;1
USA;1932;17;Gold;M;Summer;1
USA;1932;17;Gold;F;Summer;2
USA;1932;18;NA;M;Summer;4
USA;1932;18;NA;F;Summer;3
USA;1932;18;Gold;F;Summer;4
USA;1932;19;NA;M;Summer;10
USA;1932;19;NA;F;Summer;2
USA;1932;19;NA;F;Winter;2
USA;1932;19;Gold;M;Summer;3
USA;1932;19;Gold;F;Summer;3
USA;1932;19;Bronze;M;Summer;4
USA;1932;19;Silver;M;Summer;2
USA;1932;20;NA;M;Summer;7
USA;1932;20;NA;F;Summer;2
USA;1932;20;Gold;M;Summer;3
USA;1932;20;Gold;M;Winter;1
USA;1932;20;Gold;F;Summer;2
USA;1932;20;Bronze;M;Summer;4
USA;1932;20;Bronze;F;Winter;1
USA;1932;20;Silver;F;Summer;3
USA;1932;21;NA;M;Summer;20
USA;1932;21;NA;M;Winter;7
USA;1932;21;NA;F;Summer;2
USA;1932;21;NA;F;Winter;1
USA;1932;21;Gold;M;Summer;8
USA;1932;21;Gold;M;Winter;2
USA;1932;21;Gold;F;Summer;2
USA;1932;21;Bronze;M;Summer;4
USA;1932;21;Bronze;F;Summer;2
USA;1932;21;Silver;M;Summer;4
USA;1932;21;Silver;F;Summer;1
USA;1932;22;NA;M;Summer;15
USA;1932;22;NA;M;Winter;2
USA;1932;22;NA;F;Summer;1
USA;1932;22;Gold;M;Summer;16
USA;1932;22;Gold;F;Summer;2
USA;1932;22;Bronze;M;Summer;3
USA;1932;22;Bronze;F;Summer;1
USA;1932;22;Silver;M;Summer;7
USA;1932;22;Silver;M;Winter;3
USA;1932;22;Silver;F;Summer;1
USA;1932;23;NA;M;Summer;12
USA;1932;23;NA;M;Winter;2
USA;1932;23;Gold;M;Summer;7
USA;1932;23;Gold;F;Summer;1
USA;1932;23;Bronze;M;Summer;3
USA;1932;23;Bronze;M;Winter;1
USA;1932;23;Bronze;F;Summer;1
USA;1932;23;Silver;M;Summer;5
USA;1932;23;Silver;M;Winter;5
USA;1932;24;NA;M;Summer;5
USA;1932;24;NA;M;Winter;2
USA;1932;24;Gold;M;Summer;4
USA;1932;24;Bronze;M;Summer;8
USA;1932;24;Silver;M;Summer;3
USA;1932;25;NA;M;Summer;12
USA;1932;25;NA;M;Winter;5
USA;1932;25;NA;F;Summer;1
USA;1932;25;Gold;M;Summer;4
USA;1932;25;Gold;M;Winter;2
USA;1932;25;Bronze;M;Summer;3
USA;1932;25;Silver;M;Summer;2
USA;1932;25;Silver;M;Winter;3
USA;1932;26;NA;M;Summer;9
USA;1932;26;NA;M;Winter;1
USA;1932;26;NA;F;Summer;1
USA;1932;26;Gold;M;Summer;1
USA;1932;26;Bronze;M;Summer;4
USA;1932;26;Silver;M;Summer;1
USA;1932;26;Silver;M;Winter;2
USA;1932;27;NA;M;Summer;4
USA;1932;27;NA;M;Winter;2
USA;1932;27;Gold;M;Summer;1
USA;1932;27;Gold;F;Summer;1
USA;1932;27;Bronze;M;Summer;5
USA;1932;27;Bronze;M;Winter;1
USA;1932;27;Silver;M;Summer;3
USA;1932;27;Silver;M;Winter;2
USA;1932;28;NA;M;Summer;4
USA;1932;28;NA;M;Winter;1
USA;1932;28;NA;F;Summer;1
USA;1932;28;Bronze;M;Summer;6
USA;1932;29;NA;M;Winter;1
USA;1932;29;NA;F;Summer;1
USA;1932;29;Gold;M;Summer;1
USA;1932;29;Bronze;M;Summer;2
USA;1932;29;Silver;M;Winter;1
USA;1932;30;NA;M;Summer;11
USA;1932;30;NA;M;Winter;3
USA;1932;30;Gold;M;Summer;1
USA;1932;30;Bronze;M;Summer;1
USA;1932;30;Silver;M;Summer;3
USA;1932;30;Silver;M;Winter;1
USA;1932;31;NA;M;Summer;1
USA;1932;31;Gold;M;Summer;1
USA;1932;31;Bronze;M;Summer;1
USA;1932;31;Silver;M;Summer;1
USA;1932;31;Silver;F;Winter;1
USA;1932;32;NA;M;Summer;1
USA;1932;32;Bronze;M;Summer;3
USA;1932;33;NA;M;Summer;1
USA;1932;33;NA;M;Winter;3
USA;1932;33;Gold;M;Winter;2
USA;1932;34;NA;M;Summer;3
USA;1932;34;Gold;M;Summer;1
USA;1932;34;Bronze;M;Summer;1
USA;1932;34;Silver;M;Winter;1
USA;1932;35;Gold;M;Summer;1
USA;1932;35;Bronze;M;Summer;1
USA;1932;36;NA;M;Summer;5
USA;1932;36;Gold;M;Summer;3
USA;1932;36;Bronze;M;Summer;1
USA;1932;36;Silver;M;Summer;1
USA;1932;36;Silver;M;Winter;1
USA;1932;37;NA;M;Winter;1
USA;1932;37;Gold;M;Summer;1
USA;1932;38;NA;M;Summer;2
USA;1932;38;Gold;M;Summer;1
USA;1932;39;NA;F;Winter;1
USA;1932;39;Gold;M;Summer;1
USA;1932;40;NA;M;Summer;3
USA;1932;40;Gold;M;Winter;1
USA;1932;40;Bronze;M;Summer;1
USA;1932;40;Silver;M;Summer;1
USA;1932;41;NA;M;Summer;1
USA;1932;41;Gold;M;Winter;1
USA;1932;42;NA;M;Summer;1
USA;1932;42;Silver;M;Summer;1
USA;1932;42;Silver;M;Winter;1
USA;1932;45;NA;M;Summer;2
USA;1932;45;Gold;M;Summer;1
USA;1932;45;Silver;M;Summer;1
USA;1932;46;NA;M;Winter;1
USA;1932;47;Gold;M;Summer;1
USA;1932;48;Gold;M;Winter;1
USA;1932;49;Bronze;M;Summer;2
USA;1932;52;NA;M;Winter;1
USA;1936;13;Gold;F;Summer;1
USA;1936;13;Bronze;F;Summer;1
USA;1936;15;NA;F;Summer;1
USA;1936;16;NA;M;Winter;1
USA;1936;16;NA;F;Summer;1
USA;1936;17;NA;M;Summer;3
USA;1936;17;NA;F;Summer;2
USA;1936;17;Bronze;F;Summer;1
USA;1936;17;Silver;M;Summer;1
USA;1936;17;Silver;F;Summer;1
USA;1936;18;NA;M;Summer;2
USA;1936;18;NA;F;Summer;4
USA;1936;18;NA;F;Winter;1
USA;1936;18;Gold;M;Summer;1
USA;1936;18;Gold;F;Summer;2
USA;1936;18;Bronze;M;Summer;1
USA;1936;18;Bronze;F;Summer;1
USA;1936;18;Silver;M;Summer;1
USA;1936;19;NA;M;Summer;11
USA;1936;19;NA;M;Winter;3
USA;1936;19;NA;F;Summer;1
USA;1936;19;NA;F;Winter;1
USA;1936;19;Bronze;M;Summer;1
USA;1936;19;Bronze;M;Winter;1
USA;1936;19;Bronze;F;Summer;1
USA;1936;19;Silver;F;Summer;1
USA;1936;20;NA;M;Summer;19
USA;1936;20;NA;F;Summer;4
USA;1936;20;Gold;M;Summer;3
USA;1936;20;Bronze;M;Summer;1
USA;1936;20;Bronze;F;Summer;2
USA;1936;20;Silver;M;Summer;6
USA;1936;21;NA;M;Summer;29
USA;1936;21;NA;M;Winter;8
USA;1936;21;NA;F;Summer;3
USA;1936;21;NA;F;Winter;1
USA;1936;21;Gold;M;Summer;8
USA;1936;21;Gold;F;Summer;2
USA;1936;21;Bronze;M;Summer;1
USA;1936;21;Bronze;M;Winter;1
USA;1936;21;Bronze;F;Summer;1
USA;1936;21;Silver;M;Summer;4
USA;1936;22;NA;M;Summer;38
USA;1936;22;NA;F;Summer;3
USA;1936;22;Gold;M;Summer;11
USA;1936;22;Gold;F;Summer;1
USA;1936;22;Silver;M;Summer;3
USA;1936;23;NA;M;Summer;30
USA;1936;23;NA;M;Winter;1
USA;1936;23;NA;F;Summer;4
USA;1936;23;NA;F;Winter;1
USA;1936;23;Gold;M;Summer;4
USA;1936;23;Bronze;M;Summer;1
USA;1936;23;Bronze;M;Winter;1
USA;1936;23;Silver;M;Summer;5
USA;1936;24;NA;M;Summer;22
USA;1936;24;NA;M;Winter;1
USA;1936;24;NA;F;Summer;3
USA;1936;24;NA;F;Winter;3
USA;1936;24;Gold;M;Summer;3
USA;1936;24;Gold;F;Summer;1
USA;1936;24;Bronze;M;Summer;1
USA;1936;24;Bronze;M;Winter;3
USA;1936;24;Bronze;F;Summer;1
USA;1936;24;Silver;M;Summer;2
USA;1936;25;NA;M;Summer;19
USA;1936;25;NA;M;Winter;7
USA;1936;25;NA;F;Summer;3
USA;1936;25;NA;F;Winter;1
USA;1936;25;Gold;M;Summer;4
USA;1936;25;Silver;M;Summer;1
USA;1936;26;NA;M;Summer;17
USA;1936;26;NA;M;Winter;2
USA;1936;26;NA;F;Summer;1
USA;1936;26;Gold;M;Summer;7
USA;1936;26;Bronze;M;Winter;4
USA;1936;26;Silver;M;Summer;2
USA;1936;27;NA;M;Summer;6
USA;1936;27;NA;M;Winter;2
USA;1936;27;NA;F;Summer;1
USA;1936;27;NA;F;Winter;1
USA;1936;27;Gold;M;Summer;2
USA;1936;27;Gold;M;Winter;1
USA;1936;27;Bronze;M;Summer;1
USA;1936;27;Bronze;M;Winter;2
USA;1936;28;NA;M;Summer;13
USA;1936;28;NA;M;Winter;4
USA;1936;28;NA;F;Summer;2
USA;1936;28;Gold;M;Summer;1
USA;1936;29;NA;M;Summer;10
USA;1936;29;NA;M;Winter;3
USA;1936;29;Bronze;M;Winter;1
USA;1936;30;NA;M;Summer;15
USA;1936;30;NA;M;Winter;1
USA;1936;30;NA;F;Summer;2
USA;1936;30;NA;F;Winter;1
USA;1936;31;NA;M;Summer;10
USA;1936;31;NA;M;Winter;3
USA;1936;32;NA;M;Summer;9
USA;1936;32;NA;M;Winter;4
USA;1936;33;NA;M;Summer;1
USA;1936;34;NA;M;Summer;15
USA;1936;34;NA;M;Winter;5
USA;1936;35;NA;M;Summer;4
USA;1936;35;NA;M;Winter;2
USA;1936;35;Bronze;M;Summer;1
USA;1936;35;Silver;M;Summer;1
USA;1936;36;Gold;M;Winter;1
USA;1936;36;Bronze;M;Winter;1
USA;1936;37;NA;M;Summer;2
USA;1936;39;NA;M;Summer;1
USA;1936;40;NA;M;Summer;8
USA;1936;42;NA;M;Summer;2
USA;1936;43;NA;M;Summer;3
USA;1936;45;NA;M;Summer;1
USA;1936;45;NA;M;Winter;1
USA;1936;48;NA;M;Summer;1
USA;1936;53;NA;M;Summer;2
USA;1948;15;NA;F;Winter;4
USA;1948;16;NA;M;Winter;1
USA;1948;16;NA;F;Summer;1
USA;1948;17;NA;M;Summer;1
USA;1948;17;NA;F;Winter;2
USA;1948;17;Gold;M;Summer;5
USA;1948;17;Gold;F;Summer;1
USA;1948;17;Silver;M;Summer;1
USA;1948;17;Silver;F;Summer;1
USA;1948;18;NA;M;Summer;2
USA;1948;18;NA;M;Winter;1
USA;1948;18;NA;F;Summer;2
USA;1948;18;Gold;M;Summer;1
USA;1948;18;Gold;M;Winter;1
USA;1948;18;Gold;F;Summer;1
USA;1948;18;Bronze;F;Summer;1
USA;1948;18;Silver;F;Summer;1
USA;1948;19;NA;M;Summer;18
USA;1948;19;NA;M;Winter;5
USA;1948;19;NA;F;Summer;6
USA;1948;19;NA;F;Winter;3
USA;1948;19;Gold;M;Summer;3
USA;1948;19;Bronze;M;Summer;1
USA;1948;19;Silver;M;Summer;1
USA;1948;20;NA;M;Summer;9
USA;1948;20;NA;M;Winter;3
USA;1948;20;NA;F;Summer;4
USA;1948;20;NA;F;Winter;2
USA;1948;20;Gold;M;Summer;4
USA;1948;20;Bronze;M;Summer;2
USA;1948;21;NA;M;Summer;11
USA;1948;21;NA;M;Winter;9
USA;1948;21;NA;F;Summer;6
USA;1948;21;Gold;M;Summer;5
USA;1948;21;Bronze;M;Summer;2
USA;1948;21;Bronze;F;Summer;1
USA;1948;22;NA;M;Summer;18
USA;1948;22;NA;M;Winter;4
USA;1948;22;NA;F;Summer;6
USA;1948;22;NA;F;Winter;1
USA;1948;22;Gold;M;Summer;5
USA;1948;22;Gold;F;Summer;2
USA;1948;22;Bronze;M;Summer;4
USA;1948;22;Bronze;F;Summer;1
USA;1948;22;Silver;M;Summer;1
USA;1948;22;Silver;F;Summer;1
USA;1948;23;NA;M;Summer;16
USA;1948;23;NA;M;Winter;8
USA;1948;23;NA;F;Summer;2
USA;1948;23;NA;F;Winter;2
USA;1948;23;Gold;M;Summer;12
USA;1948;23;Gold;F;Summer;2
USA;1948;23;Bronze;M;Summer;1
USA;1948;23;Silver;M;Summer;3
USA;1948;23;Silver;F;Summer;1
USA;1948;24;NA;M;Summer;21
USA;1948;24;NA;M;Winter;2
USA;1948;24;NA;F;Summer;2
USA;1948;24;Gold;M;Summer;10
USA;1948;24;Gold;M;Winter;1
USA;1948;24;Gold;F;Summer;2
USA;1948;24;Bronze;M;Summer;1
USA;1948;24;Bronze;F;Summer;2
USA;1948;24;Silver;M;Summer;4
USA;1948;24;Silver;M;Winter;1
USA;1948;25;NA;M;Summer;14
USA;1948;25;NA;M;Winter;6
USA;1948;25;NA;F;Winter;2
USA;1948;25;Gold;M;Summer;7
USA;1948;25;Bronze;M;Summer;2
USA;1948;25;Bronze;F;Summer;1
USA;1948;25;Silver;M;Summer;1
USA;1948;26;NA;M;Summer;9
USA;1948;26;NA;M;Winter;6
USA;1948;26;Gold;M;Summer;3
USA;1948;26;Bronze;M;Summer;1
USA;1948;26;Bronze;M;Winter;2
USA;1948;26;Bronze;F;Summer;1
USA;1948;26;Silver;M;Summer;3
USA;1948;27;NA;M;Summer;11
USA;1948;27;NA;M;Winter;2
USA;1948;27;Gold;M;Summer;5
USA;1948;27;Bronze;M;Summer;3
USA;1948;27;Bronze;F;Summer;1
USA;1948;27;Silver;M;Summer;2
USA;1948;27;Silver;M;Winter;1
USA;1948;28;NA;M;Summer;14
USA;1948;28;NA;M;Winter;3
USA;1948;28;NA;F;Winter;1
USA;1948;28;Gold;M;Summer;2
USA;1948;28;Gold;F;Winter;1
USA;1948;28;Bronze;M;Summer;1
USA;1948;28;Bronze;M;Winter;1
USA;1948;28;Bronze;F;Summer;1
USA;1948;28;Silver;M;Summer;1
USA;1948;28;Silver;F;Winter;1
USA;1948;29;NA;M;Summer;10
USA;1948;29;NA;M;Winter;3
USA;1948;29;NA;F;Summer;3
